Species,Owner,Country.of.Origin,Altitude,Region,Harvest.Year,Grading.Date,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Color,Expiration,altitude_low_meters,altitude_high_meters,altitude_mean_meters
Arabica,langiro farm group,"Tanzania, United Republic Of",1500-1800,ruvuma,2015,"November 16th, 2015",Bourbon,Washed / Wet,7.58,7.42,7.42,7.33,7.5,7.42,10.0,10.0,10.0,7.5,82.17,0.13,Green,"November 15th, 2016",1500.0,1800.0,1650.0
Arabica,ibero coffee trading co (t) ltd,"Tanzania, United Republic Of",1600,northern,2015/2016,"October 20th, 2015",Other,Washed / Wet,7.42,7.42,7.42,7.5,7.5,7.33,10.0,10.0,10.0,7.58,82.17,0.12,Green,"October 19th, 2016",1600.0,1600.0,1600.0
Arabica,ipanema coffees,Brazil,1,south of minas,2015/2016,"October 8th, 2015",Yellow Bourbon,Natural / Dry,6.92,7.58,7.42,7.33,7.83,7.5,10.0,10.0,10.0,7.58,82.17,0.0,Green,"October 7th, 2016",1.0,1.0,1.0
Arabica,doi tung development project,Thailand,800++,thailand,2014,"June 9th, 2015",Caturra,Washed / Wet,7.42,7.42,7.17,7.75,7.25,7.67,10.0,10.0,10.0,7.5,82.17,0.12,Bluish-Green,"June 8th, 2016",800.0,800.0,800.0
Arabica,cadexsa,Honduras,1350,marcala,2015,"April 15th, 2015",Catuai,Washed / Wet,7.67,7.5,7.25,7.42,7.58,7.42,10.0,10.0,10.0,7.33,82.17,0.11,Green,"April 14th, 2016",1350.0,1350.0,1350.0
Arabica,essencecoffee,Guatemala,1500,atitlan,2014,"March 21st, 2015",Bourbon,Washed / Wet,7.42,7.42,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.42,82.17,0.09,Blue-Green,"March 20th, 2016",1500.0,1500.0,1500.0
Arabica,bourbon specialty coffees,Brazil,1100,cerrado,2014,"January 15th, 2015",Mundo Novo,Natural / Dry,7.58,7.5,7.42,7.25,7.5,7.42,10.0,10.0,10.0,7.5,82.17,0.12,Green,"January 15th, 2016",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,tembo coffee company ltd,"Tanzania, United Republic Of",1700,"ilomba vilage, mbozi",2014,"December 15th, 2014",Other,Washed / Wet,7.75,7.42,7.42,7.58,7.33,7.42,10.0,10.0,10.0,7.25,82.17,0.12,Green,"December 15th, 2015",1700.0,1700.0,1700.0
Arabica,j.andrade,Mexico,1100,veracruz,2013,"July 15th, 2014",Other,Washed / Wet,7.42,7.33,7.17,7.42,7.33,8.17,10.0,10.0,10.0,7.33,82.17,0.12,Green,"July 15th, 2015",1100.0,1100.0,1100.0
Arabica,lusso lab,Mexico,1200-1600m,"la concordia, chiapas",2013,"April 10th, 2014",Other,Washed / Wet,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,7.5,82.17,0.1,Green,"April 10th, 2015",1200.0,1600.0,1400.0
Arabica,cqi taiwan icp cqiå°ç£åˆä½œå¤¥ä¼´,Taiwan,1200 m,yunlin é›²æž—ç¸£çŸ³å£,2013/2014,"December 26th, 2013",Typica,Other,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.17,82.17,0.11,Green,"December 26th, 2014",1200.0,1200.0,1200.0
Arabica,"lin, che-hao krude æž—å“²è±ª",Taiwan,800 m,"dongshan dist., tainan city è‡ºå—å¸‚æ±å±±å€",2012,"May 29th, 2013",Typica,Washed / Wet,7.67,7.5,7.5,7.17,7.17,7.58,10.0,10.0,10.0,7.58,82.17,0.0,Green,"May 29th, 2014",800.0,800.0,800.0
Arabica,exportadora de cafe condor s.a,Colombia,1750 msnm,huila,2013,"March 20th, 2013",Caturra,Washed / Wet,7.33,7.25,7.25,7.58,7.75,7.5,10.0,10.0,10.0,7.5,82.17,0.0,Bluish-Green,"March 20th, 2014",1750.0,1750.0,1750.0
Arabica,saul m. hernandez ramirez,Mexico,1144,san bartolo tutotepec,2012,"September 27th, 2012",Typica,Washed / Wet,7.5,7.67,7.0,7.5,7.33,7.5,10.0,10.0,10.0,7.67,82.17,0.15,Green,"September 27th, 2013",1144.0,1144.0,1144.0
Arabica,the coffee source inc.,Guatemala,1350,oriente,2012,"August 2nd, 2012",Caturra,Washed / Wet,7.25,7.75,7.0,7.75,8.17,7.75,10.0,10.0,9.33,7.17,82.17,0.12,Green,"August 2nd, 2013",1350.0,1350.0,1350.0
Arabica,salvador caro carrion,Mexico,1000,altotonga,2012,"July 11th, 2012",Typica,Washed / Wet,7.5,7.58,7.25,7.5,7.5,7.33,10.0,10.0,10.0,7.5,82.17,0.12,Green,"July 11th, 2013",1000.0,1000.0,1000.0
Arabica,organizaciones de productores de cafe colimense,Mexico,1200,colima,2012,"July 2nd, 2012",Typica,Washed / Wet,7.0,7.67,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.58,82.17,0.1,Green,"July 2nd, 2013",1200.0,1200.0,1200.0
Arabica,exportadora de cafe condor s.a,Colombia,1800 msnm,huila,4T/10,"February 9th, 2011",Caturra,Washed / Wet,7.58,7.67,7.42,7.17,7.17,7.75,10.0,10.0,10.0,7.42,82.17,0.08,Green,"February 9th, 2012",1800.0,1800.0,1800.0
Arabica,sanjava coffee,Indonesia,1300,aceh gayo,2017,"August 3rd, 2017",Bourbon,Washed / Wet,7.5,7.5,7.42,7.42,7.5,7.42,10.0,10.0,10.0,7.33,82.08,0.15,Green,"August 3rd, 2018",1300.0,1300.0,1300.0
Arabica,raÃºl vargas,Colombia,1100,huila,2016,"February 20th, 2017",Caturra,Washed / Wet,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10.0,7.58,82.08,0.0,Green,"February 20th, 2018",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,ipanema coffees,Brazil,894,south of minas,2016,"August 16th, 2016",Bourbon,Natural / Dry,7.42,7.58,7.42,7.5,7.42,7.25,10.0,10.0,10.0,7.5,82.08,0.11,Green,"August 16th, 2017",894.0,894.0,894.0
Arabica,ipanema coffees,Brazil,1,south of minas,2015/2016,"October 8th, 2015",Yellow Bourbon,Natural / Dry,7.25,7.25,7.58,7.58,7.25,7.92,10.0,10.0,10.0,7.25,82.08,0.0,Green,"October 7th, 2016",1.0,1.0,1.0
Arabica,"cafetalera internacional cafinter, s.a.",Costa Rica,1200-1400 masl,tres rios,2015,"April 10th, 2015",Caturra,Washed / Wet,7.75,7.42,7.42,7.25,7.17,7.42,10.0,10.0,10.0,7.67,82.08,0.0,Blue-Green,"April 9th, 2016",1200.0,1400.0,1300.0
Arabica,balam hinyula,"Tanzania, United Republic Of",1500,kilimanjaro,2014,"March 25th, 2015",Bourbon,Washed / Wet,7.42,7.33,7.42,7.42,7.5,7.58,10.0,10.0,10.0,7.42,82.08,0.12,Green,"March 24th, 2016",1500.0,1500.0,1500.0
Arabica,ngorogoro convenant estate,"Tanzania, United Republic Of",1500 - 1700,ngorogoro,2014,"January 8th, 2015",Other,Washed / Wet,7.42,7.5,7.5,7.33,7.33,7.5,10.0,10.0,10.0,7.5,82.08,0.12,Green,"January 8th, 2016",1500.0,1700.0,1600.0
Arabica,cafe politico,Colombia,1100,huila,2013,"September 12th, 2014",Caturra,Washed / Wet,7.5,7.42,7.42,7.42,7.67,7.42,10.0,10.0,10.0,7.25,82.08,0.11,Green,"September 12th, 2015",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,"ceca, s.a.",Costa Rica,1.3,turrialba,2013,"March 21st, 2014",Caturra,Washed / Wet,7.58,7.33,7.33,7.33,7.5,7.67,10.0,10.0,10.0,7.33,82.08,0.11,Green,"March 21st, 2015",13.0,13.0,13.0
Arabica,kona pacific farmers cooperative,United States (Hawaii),1100,kona,2012,"November 26th, 2012",Hawaiian Kona,Natural / Dry,7.25,7.58,7.58,7.25,7.5,7.42,10.0,10.0,10.0,7.5,82.08,0.11,Bluish-Green,"November 26th, 2013",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,"el equimite, cafetal biodinÃ¡mico",Mexico,1300,coatepec,2012,"September 10th, 2012",Typica,Washed / Wet,7.42,7.58,7.5,7.33,7.42,7.42,10.0,10.0,10.0,7.42,82.08,0.13,Green,"September 10th, 2013",1300.0,1300.0,1300.0
Arabica,julio perez hernandez,Mexico,1800,tapachula,2012,"August 30th, 2012",Typica,Washed / Wet,7.5,7.42,7.42,7.5,7.25,7.5,10.0,10.0,10.0,7.5,82.08,0.13,Green,"August 30th, 2013",1800.0,1800.0,1800.0
Arabica,rosa aurora falcon fernandez,Mexico,1250,coatepec,2012,"July 26th, 2012",Typica,Washed / Wet,7.67,7.5,7.25,7.58,7.42,7.33,10.0,10.0,10.0,7.33,82.08,0.11,Green,"July 26th, 2013",1250.0,1250.0,1250.0
Arabica,royal base corporation,Vietnam,1040m,don duong,2012,"July 23rd, 2012",Other,Natural / Dry,7.67,8.0,7.17,7.08,7.67,7.08,10.0,10.0,10.0,7.42,82.08,0.12,Green,"July 23rd, 2013",1040.0,1040.0,1040.0
Arabica,sergio de la vequia bernardi,Mexico,1250,veracruz,2012,"July 11th, 2012",Typica,Washed / Wet,7.58,7.42,7.25,7.75,7.33,7.42,10.0,10.0,10.0,7.33,82.08,0.11,Green,"July 11th, 2013",1250.0,1250.0,1250.0
Arabica,kona pacific farmers cooperative,United States (Hawaii),1100,kona,2012,"February 23rd, 2012",Hawaiian Kona,Washed / Wet,7.33,7.5,7.33,7.58,7.08,7.83,10.0,10.0,10.0,7.42,82.08,0.1,Green,"February 22nd, 2013",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,carcafe ltda ci,Colombia,1600 msnm,cauca,Jan-11,"April 18th, 2011",Caturra,Washed / Wet,7.67,7.42,7.67,7.33,7.25,7.58,10.0,10.0,10.0,7.17,82.08,0.08,Green,"April 17th, 2012",1600.0,1600.0,1600.0
Arabica,bismarck castro,Honduras,1600,el paraÃ­so,2017,"June 1st, 2017",Caturra,Washed / Wet,7.5,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82.0,0.12,Green,"June 1st, 2018",1600.0,1600.0,1600.0
Arabica,bismarck castro,Honduras,1600,guinope el paraÃ­so,2016,"April 6th, 2017",Caturra,Natural / Dry,7.5,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,7.5,82.0,0.1,Green,"April 6th, 2018",1600.0,1600.0,1600.0
Arabica,ipanema coffees,Brazil,944,south of minas,2016,"August 16th, 2016",Bourbon,Natural / Dry,7.5,7.33,7.42,7.5,7.33,7.42,10.0,10.0,10.0,7.5,82.0,0.11,Green,"August 16th, 2017",944.0,944.0,944.0
Arabica,didas,"Tanzania, United Republic Of",1500-1800,kilimanjaro,2015,"November 16th, 2015",Other,Washed / Wet,7.67,7.33,7.33,7.42,7.42,7.42,10.0,10.0,10.0,7.42,82.0,0.13,Green,"November 15th, 2016",1500.0,1800.0,1650.0
Arabica,minwook ku,Laos,1250m,lao p.d.r.,2015,"November 5th, 2015",Other,Washed / Wet,7.42,7.5,7.25,7.33,7.5,7.5,10.0,10.0,10.0,7.5,82.0,0.12,Blue-Green,"November 4th, 2016",1250.0,1250.0,1250.0
Arabica,finca estate,"Tanzania, United Republic Of",1300- 1400,meru,2014,"December 18th, 2014",Other,Washed / Wet,7.42,7.42,7.33,7.58,7.33,7.42,10.0,10.0,10.0,7.5,82.0,0.12,Green,"December 18th, 2015",1300.0,1400.0,1350.0
Arabica,afca,Malawi,2500m,mzuzu,2014,"October 31st, 2014",Gesha,Washed / Wet,7.5,7.42,7.33,7.58,7.33,7.5,10.0,10.0,10.0,7.33,82.0,0.13,Bluish-Green,"October 31st, 2015",2500.0,2500.0,2500.0
Arabica,"lin, che-hao krude æž—å“²è±ª",Taiwan,600m,"dongshan dist., tainan city è‡ºå—å¸‚æ±å±±å€",2013,"July 22nd, 2014",Typica,Washed / Wet,7.33,7.5,7.17,7.42,7.5,7.33,10.0,10.0,10.0,7.75,82.0,0.09,Green,"July 22nd, 2015",600.0,600.0,600.0
Arabica,doi tung development project,Thailand,800++,thailand,2013,"June 20th, 2014",Caturra,Washed / Wet,7.58,7.5,7.42,7.42,7.33,7.42,10.0,10.0,10.0,7.33,82.0,0.11,Green,"June 20th, 2015",800.0,800.0,800.0
Arabica,eric thormaehlen,Costa Rica,1200-1400,central valley,2013,"June 9th, 2014",Catuai,Washed / Wet,7.5,7.25,7.33,7.33,7.75,7.5,10.0,10.0,10.0,7.33,82.0,0.1,Green,"June 9th, 2015",1200.0,1400.0,1300.0
Arabica,beneficio santa rosa,Honduras,1400 m.s.n.m.,occidental,2014,"April 30th, 2014",Caturra,Washed / Wet,7.33,7.33,7.33,7.5,7.5,7.83,10.0,10.0,10.0,7.17,82.0,0.11,Green,"April 30th, 2015",1400.0,1400.0,1400.0
Arabica,racafe & cia s.c.a,Colombia,1800 - 2000,huila,2013,"September 13th, 2013",Caturra,Washed / Wet,7.33,7.33,7.58,7.5,7.5,7.58,10.0,10.0,10.0,7.17,82.0,0.11,Green,"September 13th, 2014",1800.0,2000.0,1900.0
Arabica,"lin, che-hao krude æž—å“²è±ª",Taiwan,600-700 m,"dongshan dist., tainan city è‡ºå—å¸‚æ±å±±å€",2012,"June 3rd, 2013",Typica,Washed / Wet,7.42,7.58,7.33,7.42,8.0,7.5,9.33,10.0,10.0,7.42,82.0,0.12,Bluish-Green,"June 3rd, 2014",600.0,700.0,650.0
Arabica,owen carver,Brazil,894m - 1183m,"minas gerais, br",2012,"May 21st, 2013",Mundo Novo,Natural / Dry,7.33,7.67,7.42,7.17,7.33,7.42,10.0,10.0,10.0,7.67,82.0,0.11,Blue-Green,"May 21st, 2014",894.0,1183.0,1038.5
Arabica,jorge octavio escamilla prado,Mexico,940,coscomatepec,2012,"July 11th, 2012",Typica,Washed / Wet,7.67,7.33,7.25,7.5,7.42,7.42,10.0,10.0,10.0,7.42,82.0,0.12,Green,"July 11th, 2013",940.0,940.0,940.0
Arabica,nucoffee,Brazil,1000m,south of minas,2012,"June 4th, 2012",Mundo Novo,Natural / Dry,7.42,7.5,7.33,7.5,7.33,7.5,10.0,10.0,10.0,7.42,82.0,0.12,Green,"June 4th, 2013",1000.0,1000.0,1000.0
Arabica,nucoffee,Brazil,1050m,cerrado,2012,"April 11th, 2012",Catuai,Semi-washed / Semi-pulped,7.42,7.5,7.25,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82.0,0.11,Blue-Green,"April 11th, 2013",1050.0,1050.0,1050.0
Arabica,juan luis alvarado romero,Guatemala,1100,san marcos,2012,"March 26th, 2012",Bourbon,Natural / Dry,7.33,7.33,7.33,7.5,7.67,7.67,10.0,10.0,10.0,7.17,82.0,0.11,Green,"March 26th, 2013",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,nucoffee,Brazil,950m,south of minas,2012,"February 17th, 2012",Mundo Novo,Semi-washed / Semi-pulped,7.58,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,7.33,82.0,0.12,Green,"February 16th, 2013",950.0,950.0,950.0
Arabica,felipe isaza,Guatemala,4600 ft.,oriente,2012,"February 1st, 2012",Bourbon,Washed / Wet,7.75,7.33,7.33,7.42,7.75,7.67,10.0,10.0,9.33,7.42,82.0,0.0,Green,"January 31st, 2013",1402.08,1402.08,1402.08
Arabica,racafe & cia s.c.a,Colombia,de 1.600 a 1.950 msn,huila,Mayo a Julio,"July 29th, 2011",Caturra,Washed / Wet,7.33,7.0,7.08,7.42,7.5,7.67,10.0,10.0,10.0,8.0,82.0,0.07,Green,"July 28th, 2012",1600.0,1950.0,1775.0
Arabica,juan luis alvarado romero,Guatemala,1901,oriente,2017,"August 22nd, 2017",Bourbon,Washed / Wet,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10.0,10.0,7.58,81.92,0.1,Green,"August 22nd, 2018",1901.0,1901.0,1901.0
Arabica,juan luis alvarado romero,Guatemala,4000,santa rosa,2017,"June 22nd, 2017",Bourbon,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.42,10.0,10.0,10.0,7.42,81.92,0.11,Green,"June 22nd, 2018",1219.2,1219.2,1219.2
Arabica,bismarck castro,Honduras,1400,comayagua,2017,"June 1st, 2017",Caturra,Washed / Wet,7.58,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,7.33,81.92,0.12,Green,"June 1st, 2018",1400.0,1400.0,1400.0
Arabica,gabriel barbara,Brazil,1020,monte carmelo,2016 / 2017,"October 26th, 2016",Catuai,Natural / Dry,7.42,7.33,7.33,7.5,7.5,7.33,10.0,10.0,10.0,7.5,81.92,0.11,Green,"October 26th, 2017",1020.0,1020.0,1020.0
Arabica,consejo salvadoreÃ±o del cafÃ©,El Salvador,1250,"el balsamo, quezaltepec",2014,"May 5th, 2015",Bourbon,Washed / Wet,7.67,7.58,7.33,7.5,7.5,7.67,10.0,10.0,9.33,7.33,81.92,0.11,Green,"May 4th, 2016",1250.0,1250.0,1250.0
Arabica,juan luis alvarado romero,Guatemala,1300 a 1800 mtrs. a nivel del mar,nuevo oriente,2015,"April 20th, 2015",Catuai,Washed / Wet,7.58,7.58,7.17,7.83,7.17,7.33,10.0,10.0,10.0,7.25,81.92,0.11,Green,"April 19th, 2016",1300.0,1800.0,1550.0
Arabica,mcomafa co ltd,"Tanzania, United Republic Of",1877,mbeya,2014,"January 6th, 2015",Other,Washed / Wet,7.33,7.33,7.33,7.42,7.5,7.58,10.0,10.0,10.0,7.42,81.92,0.12,Green,"January 6th, 2016",1877.0,1877.0,1877.0
Arabica,chris finch,Nicaragua,1100,huila,2013,"July 29th, 2014",Caturra,Washed / Wet,7.58,7.42,7.25,7.17,7.5,7.67,10.0,10.0,10.0,7.33,81.92,0.12,Green,"July 29th, 2015",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,lusso lab,Zambia,1000-1500m,mubuyu estate,2014,"June 20th, 2014",SL28,Washed / Wet,7.67,7.08,7.42,7.33,7.75,7.42,10.0,10.0,10.0,7.25,81.92,0.0,Green,"June 20th, 2015",1000.0,1500.0,1250.0
Arabica,rob tuttle,Honduras,1100,huila,2012,"January 17th, 2014",Caturra,Washed / Wet,7.42,7.33,7.33,7.58,7.33,7.5,10.0,10.0,10.0,7.42,81.92,0.11,Green,"January 17th, 2015",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,cqi taiwan icp cqiå°ç£åˆä½œå¤¥ä¼´,Taiwan,1000 m,taichung xinshe å°ä¸­å¸‚æ–°ç¤¾å€,2012,"December 26th, 2013",Typica,Other,7.5,7.5,7.42,7.25,7.5,7.5,10.0,10.0,10.0,7.25,81.92,0.11,Green,"December 26th, 2014",1000.0,1000.0,1000.0
Arabica,calixto guillen vazquez,Mexico,1300,chiapas,2013,"March 29th, 2013",Bourbon,Washed / Wet,7.58,7.5,7.25,7.58,7.5,7.25,10.0,10.0,10.0,7.25,81.92,0.12,Green,"March 29th, 2014",1300.0,1300.0,1300.0
Arabica,saul m. hernandez ramirez,Mexico,981,"chapulhuacan, hidalgo",2012,"September 27th, 2012",Typica,Semi-washed / Semi-pulped,7.5,7.5,7.25,7.25,7.5,7.5,10.0,10.0,10.0,7.42,81.92,0.13,Green,"September 27th, 2013",981.0,981.0,981.0
Arabica,saul m. hernandez ramirez,Mexico,690,"huazalingo, hidalgo",2012,"September 27th, 2012",Mundo Novo,Washed / Wet,7.5,7.42,7.25,7.5,7.33,7.33,10.0,10.0,10.0,7.58,81.92,0.14,Green,"September 27th, 2013",690.0,690.0,690.0
Arabica,juan hermilio sampieri carcamo,Mexico,1650,veracruz,2012,"July 11th, 2012",Other,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.33,10.0,10.0,10.0,7.5,81.92,0.12,Green,"July 11th, 2013",1650.0,1650.0,1650.0
Arabica,modesto landeros flores,Mexico,1000,fortÃ­n de las flores,2012,"July 11th, 2012",Bourbon,Washed / Wet,7.67,7.42,7.33,7.83,7.5,7.5,9.33,10.0,10.0,7.33,81.92,0.12,Green,"July 11th, 2013",1000.0,1000.0,1000.0
Arabica,nucoffee,Brazil,1100m,grama valley,2012,"February 29th, 2012",Mundo Novo,Natural / Dry,7.42,7.58,7.25,7.5,7.33,7.5,10.0,10.0,10.0,7.33,81.92,0.12,Green,"February 28th, 2013",1100.0,1100.0,1100.0
Arabica,exportadora de cafe condor s.a,Colombia,1600 m.s.n.m,cundinamarca,4T/2010,"February 1st, 2011",Caturra,Washed / Wet,7.67,7.33,7.33,7.58,7.33,7.33,10.0,10.0,10.0,7.33,81.92,0.09,Green,"February 1st, 2012",1600.0,1600.0,1600.0
Arabica,juan luis alvarado romero,Guatemala,518,oriente,2017,"August 22nd, 2017",Bourbon,Washed / Wet,7.42,7.5,7.25,7.5,7.33,7.42,10.0,10.0,10.0,7.42,81.83,0.1,Green,"August 22nd, 2018",157.8864,157.8864,157.8864
Arabica,troy quimby,Costa Rica,1900,tarrazu,2016,"February 13th, 2017",Catuai,Pulped natural / honey,7.25,7.33,7.5,7.33,7.67,7.42,10.0,10.0,10.0,7.33,81.83,0.0,Green,"February 13th, 2018",1900.0,1900.0,1900.0
Arabica,gabriel barbara,Brazil,973,monte carmelo,2016,"January 20th, 2017",Mundo Novo,Natural / Dry,7.42,7.5,7.42,7.5,7.42,7.25,10.0,10.0,10.0,7.33,81.83,0.11,Green,"January 20th, 2018",973.0,973.0,973.0
Arabica,aulia arif syahri,Indonesia,1250,bali,2015,"January 19th, 2017",Other,Other,7.75,7.83,7.58,7.75,7.92,7.83,10.0,10.0,10.0,5.17,81.83,0.11,Green,"January 19th, 2018",1250.0,1250.0,1250.0
Arabica,juan luis alvarado romero,Guatemala,3280,norte,2015,"August 2nd, 2016",Bourbon,Washed / Wet,7.58,7.5,7.33,7.42,7.58,7.25,10.0,10.0,10.0,7.17,81.83,0.1,Green,"August 2nd, 2017",3280.0,3280.0,3280.0
Arabica,ipanema coffees,Brazil,1,south of minas,2015/2016,"October 8th, 2015",Yellow Bourbon,Natural / Dry,7.17,7.58,6.83,7.5,7.75,7.25,10.0,10.0,10.0,7.75,81.83,0.0,Green,"October 7th, 2016",1.0,1.0,1.0
Arabica,ipanema coffees,Brazil,1,south of minas,2015/2016,"October 8th, 2015",Yellow Bourbon,Natural / Dry,7.58,7.0,6.92,6.92,7.67,7.5,10.0,10.0,10.0,8.25,81.83,0.0,Green,"October 7th, 2016",1.0,1.0,1.0
Arabica,u mg mg,Myanmar,4001,ywar ngan,2015,"July 17th, 2015",Catuai,Washed / Wet,7.33,7.58,7.5,7.42,7.33,7.33,10.0,10.0,10.0,7.33,81.83,0.0,Green,"July 16th, 2016",4001.0,4001.0,4001.0
Arabica,viridiana,Mexico,1350-1500,chiapas,2015,"June 25th, 2015",Catuai,Washed / Wet,7.58,7.5,7.33,7.5,7.17,7.33,10.0,10.0,10.0,7.42,81.83,0.11,Green,"June 24th, 2016",1350.0,1500.0,1425.0
Arabica,cadexsa,Honduras,1400 msnm,marcala,2015,"May 12th, 2015",Catuai,Washed / Wet,7.5,7.5,7.33,7.5,7.42,7.25,10.0,10.0,10.0,7.33,81.83,0.12,Green,"May 11th, 2016",1400.0,1400.0,1400.0
Arabica,"cafetalera internacional cafinter, s.a.",Costa Rica,1200-1400 masl,tres rios,2015,"May 7th, 2015",Caturra,Washed / Wet,7.67,7.5,7.5,7.25,7.08,7.42,10.0,10.0,10.0,7.42,81.83,0.09,Green,"May 6th, 2016",1200.0,1400.0,1300.0
Arabica,"lin, che-hao krude æž—å“²è±ª",Taiwan,700m,"dongshan dist., tainan city è‡ºå—å¸‚æ±å±±å€",2014,"April 30th, 2015",Typica,Washed / Wet,7.67,7.33,7.17,7.25,7.75,7.33,10.0,10.0,10.0,7.33,81.83,0.0,Green,"April 29th, 2016",700.0,700.0,700.0
Arabica,essencecoffee,Indonesia,1300m,lington nihuta,2014,"March 21st, 2015",Typica,Other,7.42,7.42,7.42,7.33,7.42,7.42,10.0,10.0,10.0,7.42,81.83,0.11,Green,"March 20th, 2016",1300.0,1300.0,1300.0
Arabica,afca,Malawi,1556m,kakoma,2014,"October 31st, 2014",Gesha,Washed / Wet,7.58,7.42,7.33,7.33,7.33,7.42,10.0,10.0,10.0,7.42,81.83,0.13,Green,"October 31st, 2015",1556.0,1556.0,1556.0
Arabica,ipanema coffees,Brazil,1100,south of minas,2014/2015,"October 15th, 2014",Bourbon,Natural / Dry,7.33,7.58,7.25,7.17,7.83,7.33,10.0,10.0,10.0,7.33,81.83,0.11,Green,"October 15th, 2015",1100.0,1100.0,1100.0
Arabica,juan luis alvarado romero,Honduras,1350,comayagua,2014,"May 16th, 2014",Caturra,Natural / Dry,7.5,7.5,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.5,81.83,0.1,Green,"May 16th, 2015",1350.0,1350.0,1350.0
Arabica,kurt kappeli,Mexico,1550 meters,"siltepec el triunfo, chiapas, mexico",2014,"April 26th, 2014",Typica,Washed / Wet,7.42,7.42,7.25,7.5,7.33,7.42,10.0,10.0,10.0,7.5,81.83,0.11,Green,"April 26th, 2015",1550.0,1550.0,1550.0
Arabica,racafe & cia s.c.a,Colombia,de 1.600 a 1950 msnm,huila,2013,"July 19th, 2013",Caturra,Washed / Wet,7.5,7.5,7.0,7.42,7.5,7.58,10.0,10.0,10.0,7.33,81.83,0.0,Bluish-Green,"July 19th, 2014",1600.0,1950.0,1775.0
Arabica,kona pacific farmers cooperative,United States (Hawaii),1100,kona,2012,"March 6th, 2013",Hawaiian Kona,Natural / Dry,7.83,7.83,7.83,8.0,7.83,7.83,10.0,6.67,10.0,8.0,81.83,0.0,Bluish-Green,"March 6th, 2014",1750.5334541516245,1798.9861761732852,1774.759815162455
Arabica,jacques pereira carneiro,Brazil,1250,sul de minas,2012,"March 2nd, 2013",Bourbon,Semi-washed / Semi-pulped,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,7.83,81.83,0.12,Bluish-Green,"March 2nd, 2014",1250.0,1250.0,1250.0
Arabica,juan luis alvarado romero,Guatemala,4300,oriente,2013,"February 26th, 2013",Bourbon,Washed / Wet,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10.0,9.33,7.5,81.83,0.11,Green,"February 26th, 2014",1310.64,1310.64,1310.64
Arabica,christina dusing,Mexico,1500,veracruz,2012,"August 31st, 2012",Bourbon,Washed / Wet,7.83,7.33,7.25,7.58,7.25,7.33,10.0,10.0,10.0,7.25,81.83,0.12,Green,"August 31st, 2013",1500.0,1500.0,1500.0
Arabica,jorge francisco martinez hachity,Mexico,1250,coatepec,2012,"July 11th, 2012",Typica,Semi-washed / Semi-pulped,7.33,7.33,7.25,7.5,7.5,7.5,10.0,10.0,10.0,7.42,81.83,0.12,Green,"July 11th, 2013",1250.0,1250.0,1250.0
Arabica,nucoffee,Brazil,900-950m,cerrado,2011,"October 28th, 2011",Mundo Novo,Washed / Wet,7.33,7.67,7.25,7.5,7.5,7.25,10.0,10.0,10.0,7.33,81.83,0.02,Green,"October 27th, 2012",900.0,950.0,925.0
Arabica,exportadora de cafe condor s.a,Colombia,1600-1800 msnm,huila,1t/2011,"June 14th, 2011",Caturra,Washed / Wet,7.58,7.5,7.17,7.58,7.33,7.33,10.0,10.0,10.0,7.33,81.83,0.05,Green,"June 13th, 2012",1600.0,1800.0,1700.0
Arabica,kona pacific farmers cooperative,United States (Hawaii),1100,kona,2012,"May 24th, 2010",Caturra,Washed / Wet,7.25,7.58,7.83,7.67,7.75,7.75,9.33,9.33,10.0,7.33,81.83,0.02,Green,"May 24th, 2011",1750.5334541516245,1798.9861761732852,1774.759815162455
